,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycle_Glass,Recycle_Metal,Recycle_Paper,Recycle_Plastic,Cook_Airfryer,Cook_Grill,Cook_Microwave,Cook_Oven,Cook_Stove
7943,normal,male,vegetarian,daily,coal,walk/bicycle,none,often,168,very frequently,79,extra large,4,12,25,2,1,2964,1,1,0,0,1,1,0,1,1
7944,normal,male,vegan,daily,natural gas,private,electric,often,154,frequently,681,medium,7,17,4,19,1,1941,0,0,1,0,0,0,1,1,1
7945,overweight,male,omnivore,more frequently,electricity,private,electric,never,90,very frequently,854,large,3,16,24,0,1,2385,0,1,1,0,0,0,1,1,1
7946,normal,male,omnivore,more frequently,coal,public,bus,often,252,very frequently,873,large,4,12,9,14,0,3119,1,1,0,1,1,1,0,1,1
7947,normal,female,omnivore,daily,coal,walk/bicycle,none,often,153,frequently,16,medium,2,1,48,0,1,2004,0,1,1,0,1,1,0,1,1
7948,overweight,male,vegan,twice a day,natural gas,private,lpg,never,103,rarely,2465,large,2,1,12,6,2,1842,1,1,0,0,1,1,1,0,1
7949,normal,female,vegan,more frequently,electricity,walk/bicycle,none,never,129,rarely,85,extra large,6,20,11,8,2,1270,1,0,1,0,1,1,1,1,1
7950,obese,male,pescatarian,less frequently,wood,public,bus,often,170,rarely,1887,medium,1,17,33,12,2,1929,0,0,1,1,0,0,1,1,1
7951,obese,female,vegan,twice a day,natural gas,public,bus,never,89,never,459,small,3,17,7,4,1,512,1,1,1,1,1,1,1,1,0
7952,overweight,male,omnivore,more frequently,natural gas,private,electric,never,217,very frequently,8854,extra large,6,9,38,0,0,3886,1,0,1,0,1,1,1,0,1
7953,underweight,male,omnivore,more frequently,wood,private,lpg,often,112,rarely,7389,medium,6,19,3,14,1,3249,0,1,1,1,1,1,0,1,0
7954,normal,male,vegetarian,daily,wood,private,petrol,often,130,very frequently,13,extra large,6,11,5,0,1,3001,1,0,0,1,0,0,1,1,1
7955,underweight,male,pescatarian,less frequently,coal,private,hybrid,sometimes,126,very frequently,4039,small,2,22,10,24,2,3039,0,0,0,1,1,1,0,0,0
7956,obese,female,vegan,twice a day,wood,private,electric,sometimes,147,frequently,14,small,1,16,20,4,2,1581,0,0,1,0,0,0,0,1,0
7957,overweight,female,pescatarian,less frequently,natural gas,private,petrol,often,230,rarely,9710,extra large,3,5,5,1,1,4473,1,1,0,1,0,0,1,1,0
7958,normal,male,vegetarian,twice a day,natural gas,private,hybrid,sometimes,82,never,7215,large,6,11,17,22,2,2666,0,0,1,0,1,1,0,0,0
7959,obese,male,pescatarian,twice a day,electricity,public,bus,sometimes,161,frequently,1132,extra large,1,14,1,19,1,1862,1,0,0,0,0,0,0,1,1
7960,normal,male,vegan,more frequently,natural gas,walk/bicycle,none,sometimes,133,rarely,19,large,2,19,39,8,1,1709,1,0,0,0,1,1,1,1,0
7961,overweight,male,vegetarian,twice a day,wood,walk/bicycle,none,never,177,frequently,92,large,7,11,42,22,1,2668,0,1,1,0,1,1,1,0,1
7962,normal,male,pescatarian,daily,coal,walk/bicycle,none,sometimes,91,rarely,10,large,4,13,27,7,1,1655,1,0,1,1,0,0,0,1,0
7963,underweight,male,vegetarian,less frequently,electricity,public,bus,often,70,very frequently,1320,large,2,16,9,11,2,2188,0,0,0,0,0,0,1,0,0
7964,normal,female,omnivore,less frequently,coal,public,bus,often,249,never,580,large,1,22,8,6,1,1401,1,0,0,0,1,1,0,1,0
7965,normal,female,vegetarian,more frequently,electricity,public,bus,never,110,very frequently,332,small,1,15,32,23,1,1873,1,0,1,0,0,0,1,1,0
7966,overweight,female,omnivore,more frequently,natural gas,public,bus,never,204,rarely,1447,large,4,18,27,4,0,1601,0,1,1,1,0,0,0,1,0
7967,obese,female,vegetarian,less frequently,natural gas,public,bus,often,235,frequently,883,small,7,11,48,22,1,2521,0,1,0,0,1,1,0,0,0
7968,obese,female,vegetarian,twice a day,coal,walk/bicycle,none,never,228,rarely,95,large,7,24,17,1,2,2020,0,0,1,0,1,1,1,1,1
7969,normal,male,vegetarian,twice a day,coal,public,bus,sometimes,165,rarely,472,extra large,7,12,22,11,0,2404,0,0,0,1,1,1,1,1,0
7970,obese,female,vegan,less frequently,coal,public,bus,sometimes,113,rarely,396,large,2,16,45,19,2,2010,1,0,0,0,0,0,0,0,1
7971,obese,female,vegan,twice a day,coal,private,lpg,never,230,frequently,1659,medium,6,11,40,23,1,2798,1,1,0,1,0,0,0,0,0
7972,overweight,female,vegan,more frequently,coal,public,bus,often,166,never,1352,medium,3,0,24,16,0,1512,0,0,1,1,0,0,1,0,0
7973,overweight,female,vegetarian,twice a day,wood,public,bus,sometimes,98,rarely,1025,medium,4,14,13,23,2,1359,1,0,0,0,1,1,1,1,0
7974,overweight,female,pescatarian,more frequently,natural gas,public,bus,sometimes,262,very frequently,1861,extra large,5,0,12,17,0,3030,0,1,0,1,1,1,1,1,1
7975,normal,female,vegetarian,less frequently,wood,walk/bicycle,none,never,204,rarely,22,small,4,17,12,10,1,901,0,1,1,0,1,1,1,1,1
7976,overweight,male,omnivore,more frequently,coal,private,lpg,never,249,frequently,3007,large,3,24,46,24,2,3762,0,1,1,1,1,1,0,1,0
7977,normal,male,pescatarian,less frequently,natural gas,walk/bicycle,none,never,150,very frequently,54,medium,1,11,19,9,2,2007,1,1,1,1,1,1,1,1,0
7978,underweight,female,vegan,twice a day,electricity,walk/bicycle,none,never,213,very frequently,45,extra large,4,7,23,6,0,2039,0,1,0,1,0,0,0,0,0
7979,obese,female,vegan,less frequently,coal,private,hybrid,never,279,very frequently,8125,extra large,1,10,20,13,0,4442,0,0,0,0,1,1,1,1,0
7980,underweight,male,vegan,daily,electricity,walk/bicycle,none,sometimes,238,frequently,73,small,6,8,17,5,2,1477,0,0,0,1,0,0,0,0,1
7981,obese,male,vegetarian,daily,coal,walk/bicycle,none,often,52,rarely,50,large,7,23,2,15,2,1938,1,1,1,0,1,1,0,0,0
7982,underweight,female,pescatarian,less frequently,natural gas,public,bus,often,64,never,1728,extra large,7,3,33,16,0,1657,1,0,1,1,0,0,0,0,0
7983,obese,male,omnivore,less frequently,coal,walk/bicycle,none,never,137,frequently,54,large,3,11,23,17,2,2540,0,1,0,0,0,0,1,0,0
7984,normal,female,omnivore,twice a day,electricity,public,bus,often,124,very frequently,1545,extra large,6,7,10,20,1,2424,1,1,1,1,1,1,0,0,0
7985,obese,male,vegan,twice a day,coal,walk/bicycle,none,often,181,frequently,68,small,2,17,42,10,0,2598,0,0,1,1,1,1,1,0,1
7986,obese,male,omnivore,less frequently,natural gas,walk/bicycle,none,sometimes,272,frequently,80,medium,5,2,39,6,0,3003,0,0,0,1,1,1,0,0,0
7987,obese,male,omnivore,more frequently,electricity,walk/bicycle,none,never,115,very frequently,80,large,3,21,7,1,1,2626,0,0,1,0,1,1,1,1,1
7988,normal,female,pescatarian,less frequently,coal,walk/bicycle,none,often,71,rarely,49,small,2,7,43,19,2,1430,1,0,1,1,1,1,0,1,1
7989,underweight,male,omnivore,less frequently,natural gas,private,diesel,never,232,frequently,7937,extra large,4,3,15,4,2,4077,0,1,0,1,1,1,0,0,0
7990,overweight,female,vegan,more frequently,electricity,private,electric,sometimes,106,frequently,8237,large,7,9,5,15,1,1538,1,1,1,1,0,0,0,1,0
7991,obese,male,omnivore,twice a day,wood,private,electric,never,168,very frequently,1601,medium,6,5,48,5,2,3550,1,0,1,1,1,1,0,0,1
7992,obese,male,vegan,more frequently,natural gas,public,bus,never,72,rarely,410,small,3,2,34,12,0,1791,0,0,0,0,0,0,0,1,1
7993,underweight,female,vegan,twice a day,wood,private,hybrid,sometimes,299,rarely,7440,medium,3,1,15,13,0,2007,0,1,0,1,0,0,0,0,0
7994,underweight,male,vegan,daily,coal,private,diesel,sometimes,275,frequently,741,extra large,7,10,40,3,0,2898,1,0,1,1,0,0,1,0,0
7995,obese,male,pescatarian,less frequently,electricity,public,bus,never,241,rarely,1690,small,2,7,36,2,2,1474,1,0,0,1,0,0,0,0,1
7996,obese,male,vegan,more frequently,wood,public,bus,sometimes,207,very frequently,1088,medium,7,2,42,10,2,3859,0,0,1,0,1,1,1,1,0
7997,obese,female,pescatarian,less frequently,natural gas,private,lpg,sometimes,68,frequently,4863,large,7,14,9,3,1,3796,0,0,0,0,1,1,1,1,1
7998,overweight,male,pescatarian,more frequently,natural gas,walk/bicycle,none,sometimes,219,frequently,89,large,2,13,47,23,2,2681,0,0,1,0,1,1,1,0,1
7999,overweight,female,vegetarian,daily,coal,walk/bicycle,none,sometimes,60,rarely,75,small,6,7,5,18,2,1022,1,1,1,0,0,0,1,1,1
8000,overweight,male,vegetarian,less frequently,electricity,walk/bicycle,none,often,235,very frequently,13,large,4,24,35,7,0,3053,0,1,1,0,1,1,1,0,1
8001,normal,male,omnivore,less frequently,wood,private,petrol,sometimes,287,rarely,5221,large,6,22,16,10,1,3785,0,1,1,1,0,0,1,0,0
8002,normal,female,vegetarian,more frequently,coal,public,bus,sometimes,147,frequently,412,small,6,18,38,18,0,2010,1,0,1,1,0,0,1,1,0
8003,underweight,male,pescatarian,less frequently,electricity,walk/bicycle,none,sometimes,64,very frequently,2,extra large,4,9,7,17,0,2342,1,0,0,1,1,1,0,0,1
8004,overweight,female,pescatarian,daily,electricity,public,bus,often,191,rarely,1867,extra large,6,20,38,21,1,2457,1,0,0,0,1,1,1,1,1
8005,normal,male,vegetarian,more frequently,electricity,walk/bicycle,none,never,264,very frequently,81,small,1,7,46,5,1,2272,1,1,0,0,1,1,0,0,0
8006,obese,female,pescatarian,twice a day,electricity,public,bus,sometimes,160,frequently,345,extra large,7,6,34,23,1,2746,1,0,0,0,1,1,0,1,0
8007,obese,male,pescatarian,more frequently,coal,private,lpg,sometimes,288,never,6367,medium,7,6,12,3,0,3961,1,0,1,0,0,0,1,0,1
8008,obese,female,pescatarian,twice a day,coal,private,diesel,never,264,frequently,3643,extra large,3,15,10,0,1,3181,0,0,1,1,0,0,0,1,0
8009,underweight,male,omnivore,less frequently,natural gas,public,bus,sometimes,81,rarely,1670,extra large,2,14,19,2,1,1177,1,1,1,0,0,0,0,1,0
8010,obese,female,omnivore,twice a day,natural gas,walk/bicycle,none,never,204,never,64,medium,2,7,40,21,0,1616,0,1,0,1,1,1,0,1,0
8011,underweight,male,omnivore,less frequently,coal,public,bus,never,112,frequently,741,medium,4,22,19,16,0,1964,1,0,1,0,1,1,0,0,1
8012,obese,male,omnivore,more frequently,wood,public,bus,sometimes,227,rarely,1710,extra large,1,2,34,17,0,2201,1,0,1,0,1,1,0,0,0
8013,underweight,male,omnivore,less frequently,natural gas,private,electric,often,124,very frequently,2836,small,7,4,5,21,0,2678,0,0,0,0,1,1,1,1,0
8014,overweight,female,vegetarian,more frequently,wood,walk/bicycle,none,often,199,very frequently,16,extra large,1,1,48,22,2,2625,1,0,1,1,1,1,1,0,1
8015,obese,female,pescatarian,less frequently,natural gas,walk/bicycle,none,sometimes,103,rarely,12,large,4,8,46,21,2,1787,0,1,1,1,0,0,0,1,1
8016,normal,female,vegan,twice a day,coal,private,petrol,often,268,rarely,6808,medium,4,24,45,2,0,4256,0,0,0,0,1,1,0,1,0
8017,overweight,male,vegan,less frequently,coal,walk/bicycle,none,never,74,rarely,19,small,7,20,35,17,0,1683,1,1,1,0,1,1,1,0,1
8018,overweight,female,omnivore,less frequently,natural gas,walk/bicycle,none,often,158,very frequently,4,large,4,21,43,22,2,2999,1,0,1,1,0,0,1,0,1
8019,obese,female,vegan,twice a day,natural gas,public,bus,never,153,very frequently,313,large,4,5,36,19,1,2749,0,1,1,0,1,1,1,1,0
8020,obese,female,vegetarian,more frequently,coal,private,petrol,sometimes,178,never,469,large,4,15,29,1,0,1730,1,1,1,0,1,1,1,1,1
8021,obese,female,vegetarian,daily,natural gas,walk/bicycle,none,often,236,frequently,87,extra large,7,2,42,16,0,3307,0,0,0,0,1,1,1,1,1
8022,obese,female,vegetarian,twice a day,wood,private,hybrid,often,137,rarely,3119,small,2,19,18,2,0,1835,0,1,0,0,0,0,1,1,0
8023,underweight,male,vegetarian,daily,natural gas,private,hybrid,never,79,rarely,4295,extra large,4,20,45,3,1,2386,1,0,0,0,0,0,0,0,1
8024,overweight,male,omnivore,less frequently,natural gas,walk/bicycle,none,sometimes,107,frequently,30,extra large,4,5,7,7,0,1965,1,1,0,1,1,1,0,0,1
8025,normal,male,pescatarian,daily,natural gas,public,bus,often,201,never,907,medium,4,1,46,12,0,1738,0,1,0,1,0,0,0,0,1
8026,normal,male,vegan,more frequently,coal,public,bus,often,282,frequently,603,large,7,9,7,0,0,2419,0,0,1,0,1,1,1,0,1
8027,underweight,female,vegetarian,twice a day,wood,private,electric,sometimes,172,very frequently,6993,large,7,20,8,19,2,2280,0,0,1,1,1,1,0,1,1
8028,obese,male,omnivore,daily,wood,public,bus,often,260,rarely,1898,small,2,5,27,10,0,2413,0,0,0,0,1,1,1,1,0
8029,normal,male,vegetarian,twice a day,coal,private,diesel,never,176,never,3044,large,3,13,1,21,1,1786,1,1,1,0,0,0,0,0,1
8030,normal,female,vegan,daily,electricity,walk/bicycle,none,never,82,never,21,large,1,7,16,0,0,556,0,1,0,0,1,1,1,1,1
8031,obese,male,vegan,less frequently,electricity,public,bus,never,166,rarely,1195,extra large,1,9,38,8,2,1412,1,0,0,0,0,0,0,0,0
8032,underweight,male,vegetarian,daily,coal,walk/bicycle,none,often,255,rarely,41,large,2,15,44,7,0,1819,0,1,1,1,0,0,1,0,1
8033,overweight,female,vegan,twice a day,coal,walk/bicycle,none,sometimes,103,very frequently,92,medium,5,8,14,24,0,2563,0,1,1,1,0,0,0,1,1
8034,underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,none,sometimes,269,frequently,52,large,2,1,36,9,2,1563,1,0,1,0,1,1,0,1,1
8035,normal,female,omnivore,twice a day,coal,private,electric,sometimes,87,frequently,8454,small,2,21,35,3,1,1693,0,0,1,1,0,0,0,1,0
8036,obese,female,pescatarian,less frequently,wood,walk/bicycle,none,never,185,rarely,18,large,7,1,33,1,1,1824,0,1,0,0,0,0,1,0,0
8037,underweight,female,vegan,less frequently,wood,walk/bicycle,none,never,190,never,60,small,1,21,44,18,0,1001,0,0,1,1,0,0,0,0,1
8038,normal,female,vegan,more frequently,natural gas,private,hybrid,never,156,frequently,3652,small,4,20,30,13,1,2001,0,1,1,1,1,1,1,0,1
8039,normal,female,omnivore,more frequently,natural gas,private,electric,never,226,very frequently,7638,small,2,21,33,12,0,2368,0,1,1,0,1,1,1,0,0
8040,obese,male,omnivore,daily,electricity,public,bus,often,59,rarely,715,medium,7,18,6,3,1,1430,0,1,0,1,1,1,0,0,1
8041,obese,male,vegetarian,less frequently,coal,walk/bicycle,none,often,142,very frequently,40,small,2,23,29,1,0,3236,1,0,1,0,0,0,1,1,0
8042,normal,female,vegan,more frequently,electricity,public,bus,never,170,rarely,534,extra large,2,10,7,0,1,587,0,1,1,0,0,0,0,0,0
8043,underweight,female,vegetarian,twice a day,wood,walk/bicycle,none,often,137,frequently,2,large,3,2,37,10,0,1873,1,1,0,1,1,1,0,1,1
8044,underweight,male,pescatarian,twice a day,electricity,walk/bicycle,none,often,239,very frequently,8,large,3,1,3,16,0,2314,1,0,0,0,0,0,1,1,1
8045,obese,male,vegetarian,daily,coal,private,hybrid,never,257,never,7455,medium,4,0,27,21,2,3100,1,1,1,0,0,0,1,1,1
8046,normal,male,pescatarian,less frequently,electricity,walk/bicycle,none,often,228,never,10,extra large,4,10,26,12,2,1602,1,0,0,0,0,0,0,1,0
8047,overweight,male,vegetarian,twice a day,electricity,walk/bicycle,none,often,259,frequently,30,medium,6,9,13,12,0,2216,0,1,0,0,1,1,0,1,0
8048,obese,male,vegetarian,less frequently,natural gas,private,lpg,often,107,very frequently,90,small,1,18,6,15,2,2640,1,0,0,1,0,0,1,0,1
8049,normal,female,vegan,twice a day,coal,public,bus,never,83,frequently,118,medium,6,4,32,19,1,1899,0,0,1,1,1,1,0,0,0
8050,overweight,male,vegan,daily,wood,walk/bicycle,none,often,94,rarely,2,medium,7,11,3,2,2,1418,0,1,0,1,0,0,0,1,1
8051,obese,male,pescatarian,twice a day,wood,walk/bicycle,none,often,272,frequently,10,large,2,14,13,7,1,2355,1,0,0,1,0,0,1,1,0
8052,obese,male,pescatarian,less frequently,coal,public,bus,never,87,frequently,841,extra large,2,11,21,16,0,2619,0,0,1,0,0,0,1,1,1
8053,normal,female,omnivore,more frequently,coal,walk/bicycle,none,never,142,rarely,41,large,4,10,15,13,1,1651,0,0,0,0,1,1,0,1,0
8054,overweight,male,pescatarian,twice a day,natural gas,public,bus,often,133,never,1263,small,3,7,40,16,1,1935,0,0,0,0,0,0,0,1,1
8055,normal,female,omnivore,twice a day,wood,public,bus,sometimes,136,never,1996,extra large,6,18,31,15,0,1716,0,1,1,0,0,0,1,0,1
8056,underweight,female,omnivore,daily,wood,private,lpg,often,103,rarely,9012,large,2,24,5,0,0,2960,1,0,0,0,0,0,1,0,0
8057,overweight,male,pescatarian,less frequently,wood,public,bus,sometimes,250,rarely,1315,medium,5,0,49,16,2,2002,1,1,1,0,1,1,1,0,1
8058,underweight,female,pescatarian,more frequently,coal,public,bus,often,147,never,697,extra large,3,13,30,21,0,1455,0,1,1,0,0,0,0,0,1
8059,obese,male,vegetarian,daily,electricity,private,diesel,sometimes,195,very frequently,8371,small,1,0,18,21,1,5321,0,1,0,0,1,1,1,1,1
8060,normal,male,vegetarian,less frequently,electricity,walk/bicycle,none,often,244,very frequently,25,large,4,0,24,3,1,2377,0,1,1,0,1,1,1,1,0
8061,obese,male,vegan,less frequently,electricity,public,bus,never,59,very frequently,307,medium,4,17,42,12,2,3093,0,0,0,0,1,1,1,0,1
8062,normal,male,omnivore,less frequently,electricity,public,bus,often,157,very frequently,245,small,4,16,14,1,2,1987,1,1,1,0,1,1,0,1,1
8063,normal,male,omnivore,daily,natural gas,public,bus,often,149,frequently,1694,small,3,5,49,19,1,2231,0,1,1,0,0,0,1,0,1
8064,normal,female,pescatarian,twice a day,natural gas,walk/bicycle,none,often,254,never,20,extra large,1,1,48,23,2,1450,0,1,1,0,0,0,0,1,1
8065,underweight,female,pescatarian,twice a day,coal,private,petrol,often,92,never,1022,large,1,15,25,13,1,1387,1,1,1,0,1,1,0,1,1
8066,underweight,female,omnivore,twice a day,electricity,walk/bicycle,none,never,168,very frequently,23,extra large,5,23,4,19,2,2276,0,0,0,0,1,1,1,1,0
8067,obese,female,vegetarian,less frequently,natural gas,private,lpg,sometimes,124,frequently,786,medium,6,24,33,14,2,2320,1,1,0,0,0,0,0,0,0
8068,underweight,female,vegan,less frequently,coal,public,bus,sometimes,218,frequently,1040,large,5,9,27,7,2,1996,1,0,1,0,1,1,1,0,1
8069,obese,male,vegetarian,twice a day,wood,private,electric,never,182,rarely,1828,extra large,2,23,21,3,2,1647,0,0,1,0,1,1,1,1,1
8070,underweight,male,pescatarian,daily,wood,walk/bicycle,none,often,171,very frequently,69,medium,1,10,6,3,0,1913,1,1,1,0,0,0,0,0,0
8071,obese,female,pescatarian,more frequently,wood,walk/bicycle,none,often,130,never,23,extra large,2,16,48,13,0,1976,1,0,0,0,1,1,1,0,1
8072,overweight,female,omnivore,twice a day,natural gas,public,bus,sometimes,153,very frequently,481,extra large,1,5,13,13,1,2411,0,0,0,1,1,1,0,0,1
8073,overweight,male,vegetarian,less frequently,electricity,private,diesel,never,281,frequently,8167,small,4,4,18,9,0,3754,0,1,0,1,1,1,1,1,1
8074,underweight,female,omnivore,less frequently,electricity,walk/bicycle,none,sometimes,176,very frequently,59,small,3,14,35,9,1,2076,0,1,0,0,1,1,0,0,1
8075,obese,female,vegan,more frequently,natural gas,public,bus,sometimes,191,never,745,small,5,1,33,0,2,962,1,1,1,1,0,0,0,0,1
8076,obese,male,omnivore,more frequently,coal,private,lpg,often,225,never,439,large,2,12,1,2,0,1592,1,1,1,0,0,0,0,1,0
8077,obese,male,vegan,less frequently,coal,private,lpg,sometimes,87,rarely,3880,large,3,5,11,7,0,3246,0,0,0,1,0,0,1,0,0
8078,obese,female,vegetarian,twice a day,natural gas,walk/bicycle,none,sometimes,99,never,24,extra large,6,16,33,18,2,1957,1,1,0,0,0,0,0,1,0
8079,underweight,male,vegan,twice a day,coal,private,lpg,sometimes,170,very frequently,7771,extra large,1,22,43,21,2,4501,1,1,1,1,1,1,1,0,1
8080,normal,male,vegan,twice a day,natural gas,public,bus,sometimes,294,never,1766,small,2,23,31,10,0,1394,1,0,0,1,1,1,0,0,0
8081,normal,male,vegetarian,daily,electricity,public,bus,never,180,frequently,1569,extra large,4,21,39,1,2,2076,0,0,1,0,1,1,1,0,0
8082,underweight,female,vegetarian,twice a day,wood,private,petrol,sometimes,276,frequently,6839,medium,7,3,29,16,1,4030,0,1,0,1,0,0,1,1,1
8083,normal,male,omnivore,twice a day,natural gas,public,bus,sometimes,102,never,441,small,1,12,19,24,0,991,1,0,1,1,0,0,0,0,0
8084,obese,male,omnivore,daily,wood,public,bus,often,72,very frequently,53,extra large,7,11,25,24,0,4084,1,1,0,0,0,0,1,1,0
8085,overweight,female,pescatarian,twice a day,natural gas,public,bus,never,133,never,1281,extra large,4,10,0,16,1,1182,1,1,0,0,1,1,1,0,0
8086,underweight,male,vegetarian,daily,wood,walk/bicycle,none,never,254,never,50,medium,2,16,41,7,2,1403,0,0,0,0,1,1,0,0,0
8087,obese,female,vegetarian,less frequently,electricity,public,bus,never,237,rarely,174,large,1,18,49,3,1,1467,0,0,0,1,0,0,0,0,1
8088,normal,male,vegan,less frequently,electricity,private,petrol,sometimes,292,very frequently,2402,small,3,24,4,2,2,2655,1,0,1,1,1,1,0,1,0
8089,overweight,male,vegetarian,twice a day,electricity,walk/bicycle,none,never,297,very frequently,59,large,5,20,27,8,1,2889,0,1,1,0,1,1,1,0,1
8090,normal,male,omnivore,twice a day,coal,private,petrol,sometimes,186,very frequently,6287,small,6,13,0,14,2,4574,1,0,1,1,0,0,0,1,1
8091,obese,male,omnivore,daily,natural gas,walk/bicycle,none,never,192,frequently,39,large,3,23,23,1,1,2364,1,0,0,1,0,0,0,0,1
8092,overweight,female,vegan,twice a day,natural gas,public,bus,sometimes,116,very frequently,1159,small,1,6,50,0,1,2646,1,0,0,1,0,0,0,0,1
8093,overweight,female,vegan,more frequently,electricity,private,lpg,sometimes,92,never,3601,medium,5,0,39,21,2,1928,1,1,1,0,1,1,0,0,0
8094,obese,male,omnivore,twice a day,wood,public,bus,sometimes,66,never,1774,large,1,22,44,23,1,1806,1,1,0,0,1,1,1,1,0
8095,normal,male,pescatarian,more frequently,natural gas,public,bus,sometimes,134,frequently,562,extra large,5,4,16,5,0,2567,0,0,0,0,1,1,1,1,1
8096,overweight,female,vegetarian,more frequently,wood,private,diesel,often,146,frequently,2439,small,3,6,11,12,2,1896,1,1,1,0,0,0,0,0,1
8097,obese,male,vegan,less frequently,coal,walk/bicycle,none,often,125,never,82,extra large,6,9,11,12,0,2066,1,1,1,1,1,1,1,1,1
8098,overweight,male,vegan,more frequently,coal,public,bus,often,177,never,168,extra large,4,15,38,4,2,2337,0,0,0,0,1,1,0,1,0
8099,underweight,female,vegetarian,twice a day,wood,private,petrol,sometimes,210,very frequently,160,small,6,10,16,8,2,1838,1,1,1,0,0,0,0,1,0
8100,obese,male,omnivore,more frequently,wood,walk/bicycle,none,never,217,never,3,small,1,6,25,6,2,1280,1,0,1,0,0,0,1,1,0
8101,underweight,male,pescatarian,more frequently,coal,private,hybrid,sometimes,291,never,1440,medium,5,12,22,7,2,2104,0,0,0,0,1,1,0,1,1
8102,normal,female,vegan,less frequently,wood,walk/bicycle,none,never,158,very frequently,5,extra large,2,16,13,8,1,1877,0,0,1,1,0,0,0,0,0
8103,obese,male,vegan,daily,natural gas,public,bus,sometimes,92,rarely,503,small,1,6,44,14,0,1692,0,1,1,1,0,0,0,1,1
8104,overweight,female,pescatarian,less frequently,wood,public,bus,often,105,rarely,1212,medium,4,4,6,16,1,1296,0,0,1,1,0,0,1,0,1
8105,normal,male,pescatarian,daily,coal,private,hybrid,never,106,never,8379,small,3,10,46,23,1,2872,0,1,1,1,1,1,1,1,0
8106,normal,female,vegan,more frequently,wood,public,bus,sometimes,234,frequently,654,extra large,2,3,4,13,2,1504,0,0,1,0,1,1,1,1,1
8107,underweight,female,vegetarian,twice a day,wood,public,bus,sometimes,159,very frequently,1768,small,3,9,13,22,0,2058,1,0,0,1,1,1,0,0,0
8108,overweight,female,pescatarian,more frequently,coal,public,bus,often,237,very frequently,834,medium,1,23,50,15,1,3121,0,0,0,1,0,0,1,1,1
8109,normal,male,vegan,less frequently,wood,private,hybrid,sometimes,297,very frequently,7572,medium,3,6,47,4,2,4121,0,0,0,1,1,1,1,0,0
8110,underweight,female,pescatarian,daily,natural gas,public,bus,never,65,never,770,medium,4,18,23,6,0,952,0,0,1,0,1,1,0,0,0
8111,normal,female,omnivore,twice a day,electricity,walk/bicycle,none,sometimes,180,very frequently,85,small,5,6,20,20,1,1955,0,1,1,0,1,1,0,1,1
8112,normal,female,pescatarian,daily,natural gas,public,bus,never,169,never,1040,extra large,2,10,17,11,1,842,1,1,1,0,1,1,0,0,1
8113,underweight,female,pescatarian,more frequently,natural gas,public,bus,often,140,very frequently,1715,medium,1,19,0,10,2,1786,0,1,1,0,0,0,0,1,1
8114,overweight,male,vegan,twice a day,wood,public,bus,often,231,frequently,839,extra large,6,13,12,5,2,2532,0,0,1,1,1,1,1,0,1
8115,overweight,male,vegan,less frequently,coal,public,bus,often,137,never,1856,extra large,4,3,49,1,1,2612,0,0,0,0,0,0,1,1,1
8116,normal,female,pescatarian,daily,coal,public,bus,never,236,very frequently,90,extra large,7,4,15,1,1,2873,0,0,0,1,0,0,0,1,0
8117,overweight,male,omnivore,daily,natural gas,walk/bicycle,none,never,180,rarely,12,extra large,1,15,18,23,0,1497,0,0,1,1,0,0,1,0,0
8118,underweight,male,vegetarian,more frequently,electricity,public,bus,often,90,very frequently,1486,large,2,0,15,15,2,1894,0,1,1,1,0,0,0,0,0
8119,obese,male,vegan,less frequently,natural gas,private,electric,never,59,rarely,294,extra large,1,11,18,3,2,1077,1,0,1,1,0,0,1,0,1
8120,normal,male,vegan,less frequently,wood,public,bus,sometimes,50,frequently,1563,extra large,4,3,43,15,0,2312,1,1,1,1,1,1,1,1,1
8121,overweight,female,pescatarian,more frequently,electricity,public,bus,never,182,rarely,343,medium,7,11,37,3,1,1553,0,1,0,0,0,0,1,1,1
8122,normal,male,vegan,twice a day,electricity,public,bus,often,155,never,1055,extra large,6,11,34,6,2,1568,1,1,1,1,0,0,0,1,1
8123,obese,male,vegetarian,daily,natural gas,walk/bicycle,none,never,106,very frequently,84,large,2,5,45,7,2,3094,0,1,1,0,1,1,1,1,1
8124,underweight,female,omnivore,more frequently,electricity,walk/bicycle,none,never,164,frequently,30,extra large,3,12,2,19,2,1280,1,0,1,0,1,1,1,1,1
8125,obese,male,vegetarian,twice a day,wood,private,hybrid,never,88,rarely,191,small,7,7,10,13,1,1548,0,0,0,1,0,0,1,0,1
8126,obese,female,omnivore,more frequently,electricity,private,diesel,never,211,never,6762,small,2,11,50,20,2,3203,0,1,1,0,1,1,1,1,1
8127,overweight,male,pescatarian,less frequently,electricity,private,lpg,sometimes,271,rarely,7895,large,6,15,43,20,2,4510,1,1,0,0,0,0,1,0,0
